dataset,paraphrase_type,count,mean,std,min,25%,50%,75%,max
gsm8k,instruct_nested_question,500.0,6.55,3.561019758923965,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_neutral,500.0,6.136,3.77863204350999,0.0,2.0,7.5,10.0,10.0
gsm8k,instruct_news_headline,500.0,1.302,2.9927762059395078,0.0,0.0,0.0,1.0,10.0
gsm8k,instruct_no_caps,500.0,7.708,3.0014585632678705,0.0,6.0,9.0,10.0,10.0
gsm8k,instruct_no_contractions,500.0,7.278,3.3952572130968477,0.0,5.0,9.0,10.0,10.0
gsm8k,instruct_no_punct,500.0,6.702,3.6791668264804396,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_no_spaces,500.0,6.59,3.628806480503733,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_nominalization,500.0,6.346,3.8465407513118857,0.0,2.75,8.0,10.0,10.0
gsm8k,instruct_numbered_list,500.0,7.12,3.451583238704727,0.0,5.0,9.0,10.0,10.0
gsm8k,instruct_numbered_steps,500.0,4.762,4.398642075028203,0.0,0.0,4.0,10.0,10.0
gsm8k,instruct_one_typo_punctuation,500.0,7.572,3.071103931604633,0.0,6.0,9.0,10.0,10.0
gsm8k,instruct_output_csv,500.0,2.766,2.67985208816249,0.0,1.0,2.0,4.0,10.0
gsm8k,instruct_output_html,500.0,3.858,3.2395718314775186,0.0,1.0,3.0,6.0,10.0
gsm8k,instruct_output_json,500.0,3.706,3.1072292717942447,0.0,1.0,3.0,5.0,10.0
gsm8k,instruct_output_markdown,500.0,5.398,4.0034549207659635,0.0,1.0,5.0,10.0,10.0
gsm8k,instruct_output_yaml,500.0,3.376,3.103205402085893,0.0,1.0,2.0,5.0,10.0
gsm8k,instruct_oxford_comma,500.0,7.074,3.364991878248945,0.0,5.0,8.0,10.0,10.0
gsm8k,instruct_paradox,500.0,3.518,3.981127321437861,0.0,0.0,2.0,8.0,10.0
gsm8k,instruct_paradox_statement,500.0,4.704,3.918046218760658,0.0,1.0,4.0,9.0,10.0
gsm8k,instruct_parenthetical_aside,500.0,7.356,3.1946322715926794,0.0,5.0,9.0,10.0,10.0
gsm8k,instruct_passive_voice,500.0,6.174,3.7033976708716057,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_past_tense,500.0,6.68,3.6271079145301557,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_physics_jargon,497.0,4.6579476861167,4.01605927120584,0.0,0.0,5.0,9.0,10.0
gsm8k,instruct_plan_execute_reflect,500.0,5.08,3.6955261909037134,0.0,2.0,5.0,9.0,10.0
gsm8k,instruct_playful,500.0,5.962,4.028027558498582,0.0,2.0,8.0,10.0,10.0
gsm8k,instruct_poetic,500.0,1.026,2.5310346249202302,0.0,0.0,0.0,0.0,10.0
gsm8k,instruct_polite_request,500.0,6.72,3.381192826482944,0.0,4.0,8.0,10.0,10.0
gsm8k,instruct_positive,500.0,6.24,3.9039571928399845,0.0,2.0,8.0,10.0,10.0
gsm8k,instruct_profane,500.0,4.444,4.117860798413446,0.0,0.0,3.0,9.0,10.0
gsm8k,instruct_pseudo_cleft,500.0,7.286,3.4831693811636195,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_pun,500.0,6.272,3.967555796456553,0.0,2.0,8.0,10.0,10.0
gsm8k,instruct_pun_based,500.0,6.212,3.9595975585469922,0.0,2.0,8.0,10.0,10.0
gsm8k,instruct_qa_script,500.0,7.234,3.492798775562822,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_random_caps,500.0,5.872,3.9490259066284237,0.0,2.0,7.0,10.0,10.0
gsm8k,instruct_random_linebreaks,500.0,7.712,3.1769863841335453,0.0,6.0,10.0,10.0,10.0
gsm8k,instruct_random_linebreaks_and_typo_and_missing_bracket,500.0,7.034,3.6236868259308572,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_random_linebreaks_and_typo_and_missing_bracket_and_many_exclamations,500.0,7.114,3.5674159995475234,0.0,4.75,9.0,10.0,10.0
gsm8k,instruct_random_linebreaks_and_typo_and_missing_bracket_and_wrong_punctuation,500.0,6.98,3.6118819724300977,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_random_linebreaks_and_typo_and_missing_bracket_and_wrong_punctuation_and_extra_space,500.0,6.908,3.7071582167595944,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_random_linebreaks_and_typo_and_missing_random_characters,500.0,7.004,3.645622735591345,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_rap_verse,500.0,1.79,3.0338603490000113,0.0,0.0,0.0,2.0,10.0
gsm8k,instruct_react_tool_calls,500.0,4.732,3.5941636056317883,0.0,1.0,4.0,8.25,10.0
gsm8k,instruct_recursive_self_reference,500.0,5.022,4.221036638149591,0.0,0.0,5.0,10.0,10.0
gsm8k,instruct_redundant_waffle,500.0,6.656,4.007716004802523,0.0,3.0,9.0,10.0,10.0
gsm8k,instruct_regex_pattern,500.0,2.75,3.284673219106069,0.0,0.0,2.0,4.0,10.0
gsm8k,instruct_rhetorical_question,500.0,5.462,3.9521887089538583,0.0,1.0,6.5,9.0,10.0
gsm8k,instruct_risks_and_benefits,500.0,4.774,2.754286875469723,0.0,3.0,5.0,7.0,10.0
gsm8k,instruct_role_expert_cot,500.0,6.234,3.211833705455967,0.0,3.75,7.0,9.0,10.0
gsm8k,instruct_role_expert_cot_with_examples,500.0,4.842,2.9110108154962036,0.0,2.75,4.0,7.0,10.0
gsm8k,instruct_role_expert_cot_with_examples_and_explanations,500.0,4.71,3.006655943056977,0.0,2.0,4.0,7.0,10.0
gsm8k,instruct_role_expert_cot_with_examples_and_explanations_and_summary,500.0,4.394,2.9119964709617676,0.0,2.0,4.0,6.0,10.0
gsm8k,instruct_role_expert_cot_with_examples_and_explanations_and_summary_and_risks,500.0,3.926,2.6688517266941143,0.0,2.0,3.0,6.0,10.0
gsm8k,instruct_roleplay_knight,500.0,5.284,4.062061630425954,0.0,1.0,5.0,10.0,10.0
gsm8k,instruct_roman_numeral,497.0,2.0201207243460764,3.1964568315118584,0.0,0.0,0.0,3.0,10.0
gsm8k,instruct_rubric_scored,500.0,5.174,3.6030108763018602,0.0,2.0,5.0,9.0,10.0
gsm8k,instruct_rude,500.0,3.744,4.0968319545873815,0.0,0.0,2.0,8.0,10.0
gsm8k,instruct_salesy,500.0,4.108,3.9622891705353718,0.0,0.0,3.0,8.0,10.0
gsm8k,instruct_sarcastic,500.0,3.612,4.077586224574248,0.0,0.0,1.0,8.0,10.0
gsm8k,instruct_sardonic,500.0,4.066,4.033631660022699,0.0,0.0,3.0,8.25,10.0
gsm8k,instruct_scientific_notation,497.0,2.7062374245472838,3.4439962557536217,0.0,0.0,1.0,5.0,10.0
gsm8k,instruct_scots,497.0,5.714285714285714,3.9771090396623596,0.0,2.0,7.0,10.0,10.0
gsm8k,instruct_second_person,500.0,6.728,3.4840052504510295,0.0,4.0,8.0,10.0,10.0
gsm8k,instruct_see_attached_diagram,500.0,5.088,4.0631606600155745,0.0,1.0,5.0,10.0,10.0
gsm8k,instruct_self_consistency,500.0,4.41,3.017301479208345,0.0,2.0,4.0,6.0,10.0
gsm8k,instruct_self_deprecating,500.0,6.34,3.89239019148975,0.0,2.0,8.0,10.0,10.0
gsm8k,instruct_sentence_fragment,500.0,3.186,4.0373263440073845,0.0,0.0,1.0,8.0,10.0
gsm8k,instruct_several_html_tags,500.0,7.182,3.539764945832348,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_shakespeare,500.0,4.088,3.9511364134785114,0.0,0.0,3.0,8.0,10.0
gsm8k,instruct_short_paragraph,500.0,7.18,3.5851508494380617,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_sic_marker,500.0,6.906,3.6076577427435597,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_silly,500.0,5.65,4.039323243382368,0.0,1.0,7.0,10.0,10.0
gsm8k,instruct_single_sentence,500.0,6.384,3.889318397250395,0.0,2.0,8.0,10.0,10.0
gsm8k,instruct_singlish,497.0,6.688128772635815,3.707191126432559,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_skeptical,500.0,3.52,3.967503265824574,0.0,0.0,2.0,8.0,10.0
gsm8k,instruct_slang_heavy,497.0,4.563380281690141,3.9879489637852146,0.0,0.0,4.0,9.0,10.0
gsm8k,instruct_small_hex_blob,500.0,2.114,3.519912437424299,0.0,0.0,0.0,3.0,10.0
gsm8k,instruct_sms,500.0,5.348,4.113482402411599,0.0,1.0,5.0,10.0,10.0
gsm8k,instruct_sms_abbrev,500.0,5.162,3.9107984720998803,0.0,1.0,5.0,9.0,10.0
gsm8k,instruct_socratic_dialogue,500.0,4.28,3.543262538796367,0.0,1.0,4.0,7.0,10.0
gsm8k,instruct_software_jargon,497.0,3.317907444668008,3.5700847734757417,0.0,0.0,2.0,6.0,10.0
gsm8k,instruct_spanglish,497.0,6.116700201207244,3.9724939829046524,0.0,2.0,8.0,10.0,10.0
gsm8k,instruct_spoiler_bars,500.0,7.734,3.156449008091429,0.0,6.0,10.0,10.0,10.0
gsm8k,instruct_sports_jargon,497.0,6.028169014084507,3.85618628294796,0.0,2.0,7.0,10.0,10.0
gsm8k,instruct_sql_snippet,500.0,2.624,3.3765998954136416,0.0,0.0,1.0,4.0,10.0
gsm8k,instruct_statement,500.0,6.556,3.5343808079196535,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_step_rationale,500.0,5.408,3.338236607446301,0.0,3.0,6.0,9.0,10.0
gsm8k,instruct_study_setup,500.0,6.888,3.7006547652250354,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_suggestion,500.0,6.3,3.608329264377119,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_summary_then_detail,500.0,3.988,3.2645321779209593,0.0,1.0,3.0,6.0,10.0
gsm8k,instruct_surreal,500.0,2.766,3.670720962531685,0.0,0.0,1.0,5.0,10.0
gsm8k,instruct_table_layout,500.0,5.126,3.6349070274487616,0.0,2.0,5.0,9.0,10.0
gsm8k,instruct_tag_question,500.0,5.606,3.8278019980496047,0.0,2.0,7.0,9.0,10.0
gsm8k,instruct_tech_support_ticket,500.0,5.954,4.0264511194393595,0.0,2.0,7.0,10.0,10.0
gsm8k,instruct_technical,500.0,4.6,3.8979980474026807,0.0,0.0,4.0,9.0,10.0
gsm8k,instruct_therapy_session,500.0,5.576,3.990497731397498,0.0,1.0,6.0,10.0,10.0
gsm8k,instruct_third_person,500.0,6.61,3.514342214754392,0.0,3.75,8.0,10.0,10.0
gsm8k,instruct_three_typos_punctuation,500.0,7.454,3.1730143460249534,0.0,6.0,9.0,10.0,10.0
gsm8k,instruct_timestamped_chat,500.0,6.058,3.911167403847839,0.0,2.0,7.0,10.0,10.0
gsm8k,instruct_topicalization,500.0,6.804,3.5539901085094154,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_tweet,500.0,6.464,3.807584457211369,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_two_sentence,500.0,6.844,3.7341064663724315,0.0,3.75,9.0,10.0,10.0
gsm8k,instruct_two_typos_punctuation,500.0,7.56,3.067444936241521,0.0,6.0,9.0,10.0,10.0
gsm8k,instruct_typo_adjacent,500.0,6.748,3.5147122790933567,0.0,4.0,8.0,10.0,10.0
gsm8k,instruct_typo_extra_letter,500.0,6.614,3.6413628006684786,0.0,4.0,8.0,10.0,10.0
gsm8k,instruct_typo_extra_space,500.0,7.186,3.332508849269709,0.0,5.0,9.0,10.0,10.0
gsm8k,instruct_typo_homophone,500.0,6.4,3.6604368038787913,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_typo_missing_letter,500.0,6.814,3.506564699529151,0.0,4.0,8.0,10.0,10.0
gsm8k,instruct_typo_missing_space,500.0,6.99,3.4283241990259987,0.0,4.0,8.0,10.0,10.0
gsm8k,instruct_typo_missing_vowels,500.0,3.238,3.7647979237687683,0.0,0.0,1.0,7.0,10.0
gsm8k,instruct_typo_random,500.0,6.532,3.603741097775976,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_typo_repeated_letters,500.0,6.536,3.6812779866821335,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_typo_swap,500.0,6.562,3.633808625981908,0.0,3.75,8.0,10.0,10.0
gsm8k,instruct_typo_swap_and_punctuation,500.0,6.618,3.6500303345158343,0.0,3.75,8.0,10.0,10.0
gsm8k,instruct_typo_swap_and_transpose_and_punctuation,500.0,6.204,3.7983204810750117,0.0,2.0,8.0,10.0,10.0
gsm8k,instruct_typo_transpose,500.0,6.554,3.5721989320894267,0.0,4.0,8.0,10.0,10.0
gsm8k,instruct_typo_wrong_letter,500.0,6.918,3.474394744077787,0.0,4.0,8.0,10.0,10.0
gsm8k,instruct_urgent,500.0,6.664,3.7313469283624108,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_validator_pass,500.0,4.994,3.9361084715489736,0.0,1.0,4.0,9.0,10.0
gsm8k,instruct_very_formal,497.0,5.410462776659959,4.006110653447312,0.0,1.0,6.0,10.0,10.0
gsm8k,instruct_vulgar,497.0,4.3561368209255535,4.10545560089495,0.0,0.0,3.0,9.0,10.0
gsm8k,instruct_warm,500.0,6.38,3.661476864006012,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_wh_question,500.0,6.366,3.640680308158412,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_with_additional_context,500.0,6.954,3.52941887499775,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_with_analogies,500.0,6.264,3.7430368217930474,0.0,3.0,7.0,10.0,10.0
gsm8k,instruct_with_case_studies,500.0,6.476,3.5148445576624097,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_with_citations,500.0,5.15,3.3391315636252488,0.0,2.0,5.0,8.0,10.0
gsm8k,instruct_with_counterarguments,500.0,5.908,3.5632751591365266,0.0,2.75,6.0,10.0,10.0
gsm8k,instruct_with_detailed_instructions,500.0,5.596,4.369779622348911,0.0,0.0,7.0,10.0,10.0
gsm8k,instruct_with_emotional_appeal,500.0,5.404,3.8091736121125312,0.0,2.0,5.0,10.0,10.0
gsm8k,instruct_with_examples,500.0,6.488,3.602194833046994,0.0,3.0,7.5,10.0,10.0
gsm8k,instruct_with_examples_and_explanations,500.0,6.388,3.516559167247653,0.0,3.0,7.0,10.0,10.0
gsm8k,instruct_with_helpful_explanations,500.0,6.384,3.9491436376690436,0.0,2.0,9.0,10.0,10.0
gsm8k,instruct_with_metaphors,500.0,5.564,3.9294765009021604,0.0,2.0,6.0,10.0,10.0
gsm8k,instruct_with_personal_touch,500.0,6.744,3.6787947839101123,0.0,3.0,9.0,10.0,10.0
gsm8k,instruct_with_rebuttals,500.0,5.916,3.5533359527049466,0.0,3.0,6.0,10.0,10.0
gsm8k,instruct_with_research_paper,500.0,4.902,4.251652513811117,0.0,0.0,5.0,10.0,10.0
gsm8k,instruct_with_similes,500.0,6.216,3.7230452766874227,0.0,3.0,7.0,10.0,10.0
gsm8k,instruct_with_statistics,500.0,5.98,3.731413524897445,0.0,2.0,7.0,10.0,10.0
gsm8k,instruct_with_step_by_step,500.0,5.928,4.2721562046903845,0.0,1.0,8.0,10.0,10.0
gsm8k,instruct_with_stream_of_consciousness,500.0,6.114,4.136571823733489,0.0,1.0,8.0,10.0,10.0
gsm8k,instruct_with_summary,500.0,5.316,3.7261121592951674,0.0,2.0,5.0,9.0,10.0
gsm8k,instruct_with_technical_details,500.0,6.088,3.8243309237078393,0.0,2.0,7.0,10.0,10.0
gsm8k,instruct_with_tldr_summary,500.0,7.052,3.683535375930502,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_witty,500.0,5.004,4.082317311192078,0.0,1.0,5.0,10.0,10.0
gsm8k,instruct_yaml_block,500.0,2.082,2.7236211602293183,0.0,0.0,1.0,3.0,10.0
gsm8k,instruct_yes_no,500.0,5.868,3.806251581570037,0.0,2.0,7.0,9.0,10.0
gsm8k,instruction_original,500.0,7.614,3.4246840616097254,0.0,5.0,10.0,10.0,10.0
mmlu,instruct_90char_bullet,494.0,4.8603238866396765,3.7257293956718187,0.0,1.0,5.0,9.0,10.0
mmlu,instruct_aave,494.0,5.720647773279352,3.294672506082787,0.0,3.0,6.0,9.0,10.0
mmlu,instruct_absurdist,494.0,4.178137651821863,3.1796525658366184,0.0,2.0,4.0,7.0,10.0
mmlu,instruct_acronyms_spelled_out,494.0,5.459514170040486,3.414172313015719,0.0,3.0,5.0,9.0,10.0
mmlu,instruct_advertisement,493.0,4.929006085192698,3.4412949009771525,0.0,2.0,5.0,8.0,10.0
mmlu,instruct_all_caps,490.0,5.751020408163265,3.185994558819272,0.0,3.0,5.0,9.0,10.0
mmlu,instruct_all_caps_and_typo,494.0,5.508097165991903,3.4539766338075455,0.0,3.0,5.0,9.0,10.0
mmlu,instruct_all_caps_and_typo_and_missing_bracket,494.0,5.275303643724697,3.4490080604900646,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_all_caps_and_typo_and_missing_bracket_and_random_characters,494.0,5.224696356275303,3.5928875831987757,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_ambiguous_scope,494.0,5.84412955465587,2.7832438265792825,0.0,4.0,6.0,8.0,10.0
mmlu,instruct_american_english,494.0,5.8076923076923075,3.3663201116017443,0.0,3.0,5.5,9.0,10.0
mmlu,instruct_apologetic,494.0,5.520242914979757,3.1703806602892834,0.0,3.0,5.0,9.0,10.0
mmlu,instruct_apology,494.0,4.803643724696356,3.4594004103865235,0.0,2.0,4.0,8.0,10.0
mmlu,instruct_archaic,494.0,4.919028340080971,3.314104449689968,0.0,2.0,4.0,8.0,10.0
mmlu,instruct_australian_english,494.0,4.902834008097166,3.344134774229696,0.0,2.0,5.0,8.0,10.0
mmlu,instruct_authoritative,494.0,5.495951417004049,3.51337401412832,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_base64,490.0,1.510204081632653,2.7441884976095854,0.0,0.0,0.0,2.0,10.0
mmlu,instruct_british_english,494.0,5.657894736842105,3.4303218408922014,0.0,3.0,5.0,9.0,10.0
mmlu,instruct_bullet_list,490.0,6.16530612244898,3.171837411435857,0.0,3.0,6.0,9.0,10.0
mmlu,instruct_bulleted_outline,494.0,5.568825910931174,3.292735848686597,0.0,3.0,6.0,9.0,10.0
mmlu,instruct_bureaucratic,494.0,4.902834008097166,3.5592168248742415,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_casual,494.0,5.22672064777328,3.500393280555573,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_casual_chat,493.0,5.572008113590264,3.099532390633213,0.0,3.0,5.0,9.0,10.0
mmlu,instruct_checklist,490.0,5.373469387755102,3.1534235305891998,0.0,3.0,5.0,8.0,10.0
mmlu,instruct_checklist_markdown,494.0,4.147773279352227,2.844949459158618,0.0,2.0,4.0,6.0,10.0
mmlu,instruct_chemical_smiles,494.0,4.396761133603239,3.1980707983509755,0.0,2.0,4.0,7.0,10.0
mmlu,instruct_child_directed,494.0,4.597165991902834,3.615056420823561,0.0,1.0,4.0,8.0,10.0
mmlu,instruct_choice_question,494.0,2.419028340080972,3.330436543943109,0.0,0.0,0.0,4.0,10.0
mmlu,instruct_cleft_it_is,490.0,5.53469387755102,3.557850906914392,0.0,3.0,5.0,9.0,10.0
mmlu,instruct_cockney,494.0,4.066801619433198,3.5004478260470755,0.0,1.0,3.5,7.0,10.0
mmlu,instruct_code_fence,494.0,5.447368421052632,3.6372346390308476,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_colloquial,494.0,4.394736842105263,3.489196980617845,0.0,1.0,4.0,8.0,10.0
mmlu,instruct_command,494.0,5.076923076923077,3.324589353182734,0.0,2.0,4.5,8.0,10.0
mmlu,instruct_condensed_then_expand,494.0,5.90080971659919,3.409252318533595,0.0,3.0,7.0,9.0,10.0
mmlu,instruct_condensed_then_expand_with_examples,494.0,5.372469635627531,2.9524513097422367,0.0,3.0,6.0,7.0,10.0
mmlu,instruct_condensed_then_expand_with_examples_and_explanations,494.0,5.123481781376518,2.8631631224207834,0.0,3.0,6.0,7.0,10.0
mmlu,instruct_condensed_then_expand_with_examples_and_explanations_and_summary,494.0,4.7894736842105265,2.8148062825047453,0.0,2.0,5.0,7.0,10.0
mmlu,instruct_condensed_then_expand_with_examples_and_explanations_and_summary_and_risks,494.0,4.536437246963563,2.824424093429121,0.0,2.0,5.0,7.0,10.0
mmlu,instruct_condensed_then_expand_with_examples_and_explanations_and_summary_and_risks_and_benefits,494.0,4.22672064777328,2.6631766202883904,0.0,2.0,4.0,6.0,10.0
mmlu,instruct_condensed_then_expand_with_examples_and_explanations_and_summary_and_risks_and_benefits_and_references,494.0,3.817813765182186,2.4814129484679355,0.0,2.0,4.0,6.0,10.0
mmlu,instruct_condensed_then_expand_with_examples_and_explanations_and_summary_and_risks_and_benefits_and_references_and_citations,494.0,3.506072874493927,2.409195442523689,0.0,2.0,3.0,5.0,10.0
mmlu,instruct_condensed_then_expand_with_examples_and_explanations_and_summary_and_risks_and_benefits_and_references_and_citations_and_counterarguments,494.0,2.97165991902834,2.046915870737999,0.0,1.0,3.0,4.0,10.0
mmlu,instruct_condensed_then_expand_with_examples_and_explanations_and_summary_and_risks_and_benefits_and_references_and_citations_and_counterarguments_and_rebuttals,494.0,2.672064777327935,1.9666976335985873,0.0,1.0,3.0,4.0,9.0
mmlu,instruct_condensed_then_expand_with_examples_and_explanations_and_summary_and_risks_and_benefits_and_references_and_citations_and_counterarguments_and_rebuttals_and_analogies,494.0,2.4554655870445345,1.7550392487159447,0.0,1.0,2.0,4.0,9.0
mmlu,instruct_condensed_then_expand_with_examples_and_explanations_and_summary_and_risks_and_benefits_and_references_and_citations_and_counterarguments_and_rebuttals_and_analogies_and_metaphors,494.0,2.2550607287449393,1.6362168482196502,0.0,1.0,2.0,3.0,8.0
mmlu,instruct_confident,494.0,5.22672064777328,3.586261617385921,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_contractions,494.0,4.852226720647773,3.345007041960493,0.0,2.0,4.0,8.0,10.0
mmlu,instruct_contradictory_ask,494.0,3.7651821862348176,3.0328696716876373,0.0,1.0,3.0,6.0,10.0
mmlu,instruct_coord_to_subord,490.0,5.512244897959183,3.545908823948397,0.0,3.0,5.0,9.0,10.0
mmlu,instruct_csv_line,490.0,5.085714285714285,3.467170012223302,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_csv_row,493.0,4.089249492900609,3.376771748834134,0.0,1.0,3.0,7.0,10.0
mmlu,instruct_culinary_jargon,494.0,4.412955465587045,3.633224274783034,0.0,1.0,4.0,8.0,10.0
mmlu,instruct_curly_quotations,494.0,5.309716599190283,3.680884605823333,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_curly_quotations_and_missing_bracket,494.0,5.180161943319838,3.621819605622073,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_curly_quotations_and_missing_bracket_and_typo,494.0,5.174089068825911,3.5602687924373906,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_curly_quotations_and_missing_bracket_and_typo_and_random_characters,494.0,5.048582995951417,3.644672682375955,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_curly_quotations_and_missing_bracket_and_typo_and_random_characters_and_extra_space,494.0,4.949392712550607,3.5775201950614544,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_curly_quotations_and_typo,494.0,5.354251012145749,3.608926861131286,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_cynical,494.0,3.8562753036437245,3.3086019631293415,0.0,1.0,3.0,7.0,10.0
mmlu,instruct_deadpan,494.0,5.279352226720648,3.6890962059644306,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_debate_turns,493.0,4.811359026369169,3.5151982416001295,0.0,2.0,4.0,8.0,10.0
mmlu,instruct_deferential,494.0,4.959514170040486,3.486045867143927,0.0,2.0,5.0,8.0,10.0
mmlu,instruct_direct_question,494.0,4.601214574898785,3.4212198076299916,0.0,2.0,4.0,8.0,10.0
mmlu,instruct_dogmatic,494.0,4.8117408906882595,3.629798887704461,0.0,2.0,4.0,9.0,10.0
mmlu,instruct_double_negative,494.0,4.627530364372469,3.7366301451809925,0.0,1.0,4.0,9.0,10.0
mmlu,instruct_dramatic,494.0,4.040485829959514,3.7522651126297073,0.0,0.0,3.0,8.0,10.0
mmlu,instruct_dual_audience,494.0,5.384615384615385,3.1023524009567747,0.0,3.0,6.0,8.0,10.0
mmlu,instruct_dynamic_quiz,494.0,6.200404858299595,3.5965838871432285,0.0,3.0,7.0,9.0,10.0
mmlu,instruct_edit_typo,493.0,5.243407707910751,3.541505087194341,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_ellipsis_style,494.0,4.799595141700405,3.488363710586875,0.0,2.0,4.0,8.0,10.0
mmlu,instruct_em_dash_break,490.0,5.7693877551020405,3.215167535739987,0.0,3.0,5.5,9.0,10.0
mmlu,instruct_email,493.0,5.273833671399594,3.2709712557615673,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_emergency_alert,493.0,5.484787018255578,3.590053983853948,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_emoji,494.0,5.467611336032388,3.7316098852170128,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_emoji_and_typo,494.0,5.182186234817814,3.6720542246728773,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_emoji_and_typo_and_missing_bracket,494.0,5.082995951417004,3.606281753437503,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_emoji_and_typo_and_random_question_marks,494.0,5.0425101214574894,3.7411443204545525,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_emoji_only,494.0,1.2044534412955465,2.524665423751172,0.0,0.0,0.0,1.0,10.0
mmlu,instruct_emoticon,494.0,5.4271255060728745,3.7081338472669376,0.0,2.0,5.0,10.0,10.0
mmlu,instruct_emoticon_and_typo,494.0,5.3117408906882595,3.68153991031269,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_emoticon_and_typo_and_missing_bracket,494.0,5.089068825910931,3.689819603340051,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_emoticon_and_typo_and_random_exclamations,494.0,5.200404858299595,3.6813107064330857,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_empty_input,494.0,5.297570850202429,3.4386117667445393,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_enthusiastic,494.0,4.402834008097166,3.5693182150178404,0.0,1.0,4.0,8.0,10.0
mmlu,instruct_error_message,493.0,5.225152129817444,3.7454601553867803,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_euphemistic,494.0,4.576923076923077,3.498065800840804,0.0,2.0,4.0,8.0,10.0
mmlu,instruct_evidence_cited_md,494.0,5.674089068825911,3.154740899369086,0.0,3.0,6.0,8.0,10.0
mmlu,instruct_exact_numbers,494.0,5.190283400809717,3.658914302753799,0.0,2.0,5.0,9.0,10.0
mmlu,instruct_exam_prompt,493.0,5.825557809330629,3.4040261825115947,0.0,3.0,6.0,9.0,10.0
mmlu,instruct_exclamation,494.0,4.728744939271255,3.3308600153581143,0.0,2.0,4.0,8.0,10.0
mmlu,instruct_expert_consensus,494.0,6.145748987854251,3.502970652639635,0.0,3.0,8.0,9.0,10.0
mmlu,instruct_extra_punct,490.0,5.726530612244898,3.3486422795885327,0.0,3.0,6.0,9.0,10.0
mmlu,instruct_fact_check_inline,494.0,6.224696356275303,3.222656452912073,0.0,4.0,7.0,9.0,10.0
mmlu,instruct_fashion_jargon,494.0,4.672064777327935,3.5607946596752043,0.0,1.0,4.0,8.0,10.0
mmlu,instruct_few_words,494.0,4.965587044534413,3.5119081629137936,0.0,2.0,5.0,8.0,10.0
mmlu,instruct_fewest_words,494.0,3.41497975708502,3.527903591670965,0.0,0.0,2.0,6.0,10.0
